IncidentId,Factor_Type,Factor,Factor_Text
31977156,Human Factor,26,FAILED TO KEEP PROPER LANE
31977490,Human Factor,26,FAILED TO KEEP PROPER LANE
31977494,Human Factor,01,ALCOHOL INVOLVEMENT
31977546,Human Factor,17,MISJUDGE CLEARANCE
31977742,Human Factor,14,INATTENTION
31977798,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31977969,Human Factor,17,MISJUDGE CLEARANCE
31978070,Human Factor,26,FAILED TO KEEP PROPER LANE
31978163,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31978848,Human Factor,26,FAILED TO KEEP PROPER LANE
31978885,Human Factor,14,INATTENTION
31978983,Human Factor,01,ALCOHOL INVOLVEMENT
31979265,Human Factor,12,IMPROPER BACKING
31979282,Human Factor,26,FAILED TO KEEP PROPER LANE
31979336,Human Factor,14,INATTENTION
31979470,Human Factor,04,DISTRACTION
31979472,Human Factor,14,INATTENTION
31979574,Human Factor,14,INATTENTION
31979856,Human Factor,12,IMPROPER BACKING
31980315,Human Factor,03,DISREGARD TRAFFIC CONTROL
31980398,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31980433,Human Factor,04,DISTRACTION
31980689,Human Factor,17,MISJUDGE CLEARANCE
31980691,Human Factor,18,NOT UNDER PROPER CONTROL
31980709,Human Factor,23,TURNING IMPROPERLY
31980712,Human Factor,17,MISJUDGE CLEARANCE
31980807,Human Factor,17,MISJUDGE CLEARANCE
31980837,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31980922,Human Factor,17,MISJUDGE CLEARANCE
31980923,Human Factor,14,INATTENTION
31982070,Human Factor,12,IMPROPER BACKING
31982223,Human Factor,04,DISTRACTION
31982226,Human Factor,11,FOLLOWING TOO CLOSE
31982937,Human Factor,14,INATTENTION
31983194,Human Factor,11,FOLLOWING TOO CLOSE
31983748,Human Factor,12,IMPROPER BACKING
31983816,Human Factor,14,INATTENTION
31983906,Human Factor,17,MISJUDGE CLEARANCE
31984438,Human Factor,18,NOT UNDER PROPER CONTROL
31984439,Human Factor,11,FOLLOWING TOO CLOSE
31984440,Human Factor,17,MISJUDGE CLEARANCE
31984451,Human Factor,14,INATTENTION
31984461,Human Factor,14,INATTENTION
31984555,Human Factor,14,INATTENTION
31984556,Human Factor,14,INATTENTION
31984602,Human Factor,11,FOLLOWING TOO CLOSE
31984638,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31984640,Human Factor,04,DISTRACTION
31984642,Human Factor,11,FOLLOWING TOO CLOSE
31984674,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31984675,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31984973,Human Factor,11,FOLLOWING TOO CLOSE
31985030,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31985158,Human Factor,01,ALCOHOL INVOLVEMENT
31985679,Human Factor,17,MISJUDGE CLEARANCE
31985965,Human Factor,12,IMPROPER BACKING
31985969,Human Factor,17,MISJUDGE CLEARANCE
31985971,Human Factor,11,FOLLOWING TOO CLOSE
31985986,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31986858,Human Factor,04,DISTRACTION
31987191,Human Factor,18,NOT UNDER PROPER CONTROL
31987962,Human Factor,04,DISTRACTION
31991136,Human Factor,17,MISJUDGE CLEARANCE
31991137,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31993533,Human Factor,17,MISJUDGE CLEARANCE
31993538,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31994652,Human Factor,04,DISTRACTION
31994717,Human Factor,14,INATTENTION
31994885,Human Factor,18,NOT UNDER PROPER CONTROL
31999782,Human Factor,11,FOLLOWING TOO CLOSE
32003681,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32003685,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32012138,Human Factor,11,FOLLOWING TOO CLOSE
32018327,Human Factor,14,INATTENTION
32018602,Human Factor,11,FOLLOWING TOO CLOSE
32018984,Human Factor,02,CELL PHONE
32018989,Human Factor,18,NOT UNDER PROPER CONTROL
32018994,Human Factor,26,FAILED TO KEEP PROPER LANE
32019014,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32019018,Human Factor,01,ALCOHOL INVOLVEMENT
32019020,Human Factor,07,EXCEEDED STATED SPEED LIMIT
32019027,Human Factor,26,FAILED TO KEEP PROPER LANE
32019035,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32019042,Human Factor,12,IMPROPER BACKING
32019052,Human Factor,12,IMPROPER BACKING
32019092,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32019146,Human Factor,12,IMPROPER BACKING
32019149,Human Factor,11,FOLLOWING TOO CLOSE
32019156,Human Factor,12,IMPROPER BACKING
32025079,Human Factor,26,FAILED TO KEEP PROPER LANE
32025511,Human Factor,17,MISJUDGE CLEARANCE
32026481,Human Factor,26,FAILED TO KEEP PROPER LANE
32031957,Human Factor,11,FOLLOWING TOO CLOSE
32032270,Human Factor,18,NOT UNDER PROPER CONTROL
32044777,Human Factor,04,DISTRACTION
32048715,Human Factor,12,IMPROPER BACKING
32053943,Human Factor,17,MISJUDGE CLEARANCE
32055410,Human Factor,23,TURNING IMPROPERLY
32057345,Human Factor,03,DISREGARD TRAFFIC CONTROL
32059167,Human Factor,11,FOLLOWING TOO CLOSE
32059169,Human Factor,11,FOLLOWING TOO CLOSE
32061493,Human Factor,11,FOLLOWING TOO CLOSE
32078084,Human Factor,11,FOLLOWING TOO CLOSE
32078092,Human Factor,23,TURNING IMPROPERLY
32078095,Human Factor,11,FOLLOWING TOO CLOSE
32078099,Human Factor,14,INATTENTION
32078112,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32078129,Human Factor,18,NOT UNDER PROPER CONTROL
32088946,Human Factor,17,MISJUDGE CLEARANCE
32093457,Human Factor,26,FAILED TO KEEP PROPER LANE
32093461,Human Factor,03,DISREGARD TRAFFIC CONTROL
32114268,Human Factor,17,MISJUDGE CLEARANCE
32114271,Human Factor,13,IMPROPER PASSING
32114277,Human Factor,11,FOLLOWING TOO CLOSE
32114280,Human Factor,11,FOLLOWING TOO CLOSE
32114281,Human Factor,04,DISTRACTION
32114288,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32123598,Human Factor,06,EMOTIONAL
32141546,Human Factor,18,NOT UNDER PROPER CONTROL
32141572,Human Factor,12,IMPROPER BACKING
32141604,Human Factor,17,MISJUDGE CLEARANCE
32236356,Human Factor,12,IMPROPER BACKING
32315054,Human Factor,14,INATTENTION
32413254,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32608547,Human Factor,14,INATTENTION
32627374,Human Factor,03,DISREGARD TRAFFIC CONTROL
32795020,Human Factor,17,MISJUDGE CLEARANCE
31858494,Vehicular Factor,01,BRAKES DEFECTIVE
31864499,Vehicular Factor,08,TIRE FAILURE
31919483,Vehicular Factor,08,TIRE FAILURE
31925667,Vehicular Factor,01,BRAKES DEFECTIVE
31934677,Vehicular Factor,09,TOW HITCH DEFECTIVE/UNIT SEPARATION
31934781,Vehicular Factor,08,TIRE FAILURE
31939065,Vehicular Factor,03,LOAD SECUREMENT
31709641,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31709736,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
31711209,Environmental Factor,05,GLARE (SUN)
31711258,Environmental Factor,01,ANIMALS ACTION
31711577,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31712670,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31714992,Environmental Factor,04,FIXED OBJECT(S)
31715901,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31717056,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31717224,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31717606,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31718510,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31720296,Environmental Factor,01,ANIMALS ACTION
31720518,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
31728235,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
31728685,Environmental Factor,01,ANIMALS ACTION
31729712,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31729713,Environmental Factor,06,HOLES/DEEP RUTS/BUMPS
31732630,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31734362,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31734586,Environmental Factor,11,SLIPPERY SURFACE
31734601,Environmental Factor,01,ANIMALS ACTION
31734615,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31736051,Environmental Factor,11,SLIPPERY SURFACE
31736297,Environmental Factor,11,SLIPPERY SURFACE
31736298,Environmental Factor,04,FIXED OBJECT(S)
31737059,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31737478,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
31741713,Environmental Factor,06,HOLES/DEEP RUTS/BUMPS
31741950,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31742456,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31742483,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31746010,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31747128,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31749582,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
31749587,Environmental Factor,05,GLARE (SUN)
31750828,Environmental Factor,02,CONSTRUCTION WORK ZONE
31751054,Environmental Factor,16,"NON-HIGHWAY WORK: WORK ZONE (Utility, Tree, etc.)"
31751190,Environmental Factor,11,SLIPPERY SURFACE
31751262,Environmental Factor,11,SLIPPERY SURFACE
31751263,Environmental Factor,11,SLIPPERY SURFACE
31752250,Environmental Factor,11,SLIPPERY SURFACE
31752421,Environmental Factor,11,SLIPPERY SURFACE
31752423,Environmental Factor,15,GLARE (OTHER)
31753132,Environmental Factor,01,ANIMALS ACTION
31753451,Environmental Factor,08,IMPROPER/NON-WORKING TRAFFIC CONTROLS
31755328,Environmental Factor,11,SLIPPERY SURFACE
31755982,Environmental Factor,01,ANIMALS ACTION
31757344,Environmental Factor,04,FIXED OBJECT(S)
31757902,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31759706,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31767367,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31770323,Environmental Factor,02,CONSTRUCTION WORK ZONE
31773498,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31773561,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31773562,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31776300,Environmental Factor,15,GLARE (OTHER)
31777461,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31777617,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31777630,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31777696,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31780833,Environmental Factor,01,ANIMALS ACTION
31781488,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
31783373,Environmental Factor,03,DEBRIS IN ROADWAY
31783602,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31783812,Environmental Factor,01,ANIMALS ACTION
31784434,Environmental Factor,11,SLIPPERY SURFACE
31785853,Environmental Factor,11,SLIPPERY SURFACE
31785979,Environmental Factor,11,SLIPPERY SURFACE
31786147,Environmental Factor,11,SLIPPERY SURFACE
31786581,Environmental Factor,11,SLIPPERY SURFACE
31786767,Environmental Factor,11,SLIPPERY SURFACE
31786777,Environmental Factor,02,CONSTRUCTION WORK ZONE
31786787,Environmental Factor,11,SLIPPERY SURFACE
31786792,Environmental Factor,13,WATER POOLING
31786801,Environmental Factor,13,WATER POOLING
31787592,Environmental Factor,11,SLIPPERY SURFACE
31787686,Environmental Factor,14,"VIEW OBSTRUCTED, LIMITED DUE TO WEATHER CONDITIONS"
31788253,Environmental Factor,11,SLIPPERY SURFACE
31788662,Environmental Factor,11,SLIPPERY SURFACE
31788663,Environmental Factor,11,SLIPPERY SURFACE
31788697,Environmental Factor,11,SLIPPERY SURFACE
31788953,Environmental Factor,11,SLIPPERY SURFACE
31788965,Environmental Factor,11,SLIPPERY SURFACE
31789107,Environmental Factor,11,SLIPPERY SURFACE
31790078,Environmental Factor,13,WATER POOLING
31793684,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
31794682,Environmental Factor,02,CONSTRUCTION WORK ZONE
31797021,Environmental Factor,16,"NON-HIGHWAY WORK: WORK ZONE (Utility, Tree, etc.)"
31798197,Environmental Factor,03,DEBRIS IN ROADWAY
31798225,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31798485,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31799743,Environmental Factor,11,SLIPPERY SURFACE
31799751,Environmental Factor,01,ANIMALS ACTION
31802079,Environmental Factor,02,CONSTRUCTION WORK ZONE
31802793,Environmental Factor,11,SLIPPERY SURFACE
31803286,Environmental Factor,11,SLIPPERY SURFACE
31803358,Environmental Factor,11,SLIPPERY SURFACE
31803359,Environmental Factor,11,SLIPPERY SURFACE
31805022,Environmental Factor,04,FIXED OBJECT(S)
31805406,Environmental Factor,02,CONSTRUCTION WORK ZONE
31810894,Environmental Factor,11,SLIPPERY SURFACE
31811200,Environmental Factor,11,SLIPPERY SURFACE
31815667,Environmental Factor,02,CONSTRUCTION WORK ZONE
31815670,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31816455,Environmental Factor,04,FIXED OBJECT(S)
31816456,Environmental Factor,02,CONSTRUCTION WORK ZONE
31822745,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31823039,Environmental Factor,11,SLIPPERY SURFACE
31823285,Environmental Factor,02,CONSTRUCTION WORK ZONE
31828582,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31833399,Environmental Factor,11,SLIPPERY SURFACE
31833441,Environmental Factor,11,SLIPPERY SURFACE
31833448,Environmental Factor,13,WATER POOLING
31835340,Environmental Factor,11,SLIPPERY SURFACE
31835745,Environmental Factor,11,SLIPPERY SURFACE
31836423,Environmental Factor,03,DEBRIS IN ROADWAY
31836425,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
31837186,Environmental Factor,13,WATER POOLING
31837862,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
31839193,Environmental Factor,01,ANIMALS ACTION
31844887,Environmental Factor,11,SLIPPERY SURFACE
32019105,Environmental Factor,13,WATER POOLING
31708032,Human Factor,17,MISJUDGE CLEARANCE
31708669,Human Factor,26,FAILED TO KEEP PROPER LANE
31709037,Human Factor,12,IMPROPER BACKING
31709403,Human Factor,13,IMPROPER PASSING
31709404,Human Factor,11,FOLLOWING TOO CLOSE
31709631,Human Factor,14,INATTENTION
31709636,Human Factor,17,MISJUDGE CLEARANCE
31709638,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31709738,Human Factor,11,FOLLOWING TOO CLOSE
31709815,Human Factor,14,INATTENTION
31710065,Human Factor,18,NOT UNDER PROPER CONTROL
31710296,Human Factor,17,MISJUDGE CLEARANCE
31710745,Human Factor,14,INATTENTION
31710746,Human Factor,02,CELL PHONE
31710754,Human Factor,03,DISREGARD TRAFFIC CONTROL
31710856,Human Factor,17,MISJUDGE CLEARANCE
31710930,Human Factor,14,INATTENTION
31710998,Human Factor,18,NOT UNDER PROPER CONTROL
31711071,Human Factor,14,INATTENTION
31711072,Human Factor,11,FOLLOWING TOO CLOSE
31711074,Human Factor,18,NOT UNDER PROPER CONTROL
31711078,Human Factor,11,FOLLOWING TOO CLOSE
31711079,Human Factor,04,DISTRACTION
31711080,Human Factor,12,IMPROPER BACKING
31711081,Human Factor,11,FOLLOWING TOO CLOSE
31711082,Human Factor,17,MISJUDGE CLEARANCE
31711083,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31711330,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31711338,Human Factor,14,INATTENTION
31711340,Human Factor,14,INATTENTION
31711629,Human Factor,11,FOLLOWING TOO CLOSE
31711630,Human Factor,09,FATIGUE
31711797,Human Factor,01,ALCOHOL INVOLVEMENT
31711826,Human Factor,26,FAILED TO KEEP PROPER LANE
31712253,Human Factor,14,INATTENTION
31712586,Human Factor,04,DISTRACTION
31712669,Human Factor,11,FOLLOWING TOO CLOSE
31712834,Human Factor,14,INATTENTION
31712835,Human Factor,11,FOLLOWING TOO CLOSE
31713595,Human Factor,14,INATTENTION
31713978,Human Factor,12,IMPROPER BACKING
31713979,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31714316,Human Factor,18,NOT UNDER PROPER CONTROL
31714429,Human Factor,14,INATTENTION
31714430,Human Factor,14,INATTENTION
31714493,Human Factor,14,INATTENTION
31714494,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31714593,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
31715084,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31715094,Human Factor,11,FOLLOWING TOO CLOSE
31715332,Human Factor,11,FOLLOWING TOO CLOSE
31715424,Human Factor,11,FOLLOWING TOO CLOSE
31715425,Human Factor,05,DRUG INVOLVEMENT
31715478,Human Factor,11,FOLLOWING TOO CLOSE
31715481,Human Factor,12,IMPROPER BACKING
31715526,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31715554,Human Factor,04,DISTRACTION
31715821,Human Factor,14,INATTENTION
31715900,Human Factor,04,DISTRACTION
31715902,Human Factor,11,FOLLOWING TOO CLOSE
31715905,Human Factor,11,FOLLOWING TOO CLOSE
31715976,Human Factor,26,FAILED TO KEEP PROPER LANE
31716027,Human Factor,11,FOLLOWING TOO CLOSE
31716618,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31717221,Human Factor,14,INATTENTION
31717225,Human Factor,14,INATTENTION
31717382,Human Factor,04,DISTRACTION
31717470,Human Factor,12,IMPROPER BACKING
31717493,Human Factor,14,INATTENTION
31717837,Human Factor,26,FAILED TO KEEP PROPER LANE
31717838,Human Factor,12,IMPROPER BACKING
31718480,Human Factor,14,INATTENTION
31718485,Human Factor,11,FOLLOWING TOO CLOSE
31718487,Human Factor,11,FOLLOWING TOO CLOSE
31718550,Human Factor,04,DISTRACTION
31718851,Human Factor,14,INATTENTION
31718909,Human Factor,14,INATTENTION
31719683,Human Factor,01,ALCOHOL INVOLVEMENT
31719709,Human Factor,18,NOT UNDER PROPER CONTROL
31719711,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31719742,Human Factor,14,INATTENTION
31719785,Human Factor,09,FATIGUE
31719786,Human Factor,17,MISJUDGE CLEARANCE
31719787,Human Factor,18,NOT UNDER PROPER CONTROL
31719846,Human Factor,14,INATTENTION
31720295,Human Factor,12,IMPROPER BACKING
31720297,Human Factor,22,TOO FAST FOR CONDITIONS
31720424,Human Factor,14,INATTENTION
31720425,Human Factor,01,ALCOHOL INVOLVEMENT
31720432,Human Factor,18,NOT UNDER PROPER CONTROL
31720433,Human Factor,11,FOLLOWING TOO CLOSE
31720493,Human Factor,04,DISTRACTION
31720509,Human Factor,14,INATTENTION
31720514,Human Factor,12,IMPROPER BACKING
31720517,Human Factor,12,IMPROPER BACKING
31720568,Human Factor,14,INATTENTION
31720596,Human Factor,13,IMPROPER PASSING
31720607,Human Factor,11,FOLLOWING TOO CLOSE
31720810,Human Factor,17,MISJUDGE CLEARANCE
31720811,Human Factor,04,DISTRACTION
31720814,Human Factor,17,MISJUDGE CLEARANCE
31720838,Human Factor,17,MISJUDGE CLEARANCE
31721244,Human Factor,12,IMPROPER BACKING
31721257,Human Factor,12,IMPROPER BACKING
31721515,Human Factor,12,IMPROPER BACKING
31721547,Human Factor,14,INATTENTION
31721876,Human Factor,02,CELL PHONE
31721893,Human Factor,14,INATTENTION
31721900,Human Factor,04,DISTRACTION
31722018,Human Factor,03,DISREGARD TRAFFIC CONTROL
31722420,Human Factor,11,FOLLOWING TOO CLOSE
31722453,Human Factor,01,ALCOHOL INVOLVEMENT
31722686,Human Factor,01,ALCOHOL INVOLVEMENT
31722876,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31722950,Human Factor,01,ALCOHOL INVOLVEMENT
31723219,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31723242,Human Factor,02,CELL PHONE
31723793,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31724488,Human Factor,03,DISREGARD TRAFFIC CONTROL
31724490,Human Factor,11,FOLLOWING TOO CLOSE
31725224,Human Factor,03,DISREGARD TRAFFIC CONTROL
31725861,Human Factor,14,INATTENTION
31726127,Human Factor,11,FOLLOWING TOO CLOSE
31726302,Human Factor,12,IMPROPER BACKING
31726304,Human Factor,11,FOLLOWING TOO CLOSE
31726307,Human Factor,17,MISJUDGE CLEARANCE
31726308,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31726309,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31726471,Human Factor,04,DISTRACTION
31726910,Human Factor,14,INATTENTION
31726923,Human Factor,03,DISREGARD TRAFFIC CONTROL
31726991,Human Factor,14,INATTENTION
31727008,Human Factor,03,DISREGARD TRAFFIC CONTROL
31727114,Human Factor,04,DISTRACTION
31727184,Human Factor,26,FAILED TO KEEP PROPER LANE
31727185,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31727209,Human Factor,14,INATTENTION
31727210,Human Factor,11,FOLLOWING TOO CLOSE
31727290,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31727357,Human Factor,23,TURNING IMPROPERLY
31727363,Human Factor,18,NOT UNDER PROPER CONTROL
31727560,Human Factor,26,FAILED TO KEEP PROPER LANE
31728036,Human Factor,11,FOLLOWING TOO CLOSE
31728101,Human Factor,11,FOLLOWING TOO CLOSE
31728102,Human Factor,02,CELL PHONE
31728230,Human Factor,18,NOT UNDER PROPER CONTROL
31728245,Human Factor,17,MISJUDGE CLEARANCE
31728673,Human Factor,11,FOLLOWING TOO CLOSE
31728697,Human Factor,12,IMPROPER BACKING
31729710,Human Factor,18,NOT UNDER PROPER CONTROL
31729711,Human Factor,18,NOT UNDER PROPER CONTROL
31729714,Human Factor,17,MISJUDGE CLEARANCE
31729716,Human Factor,04,DISTRACTION
31729717,Human Factor,14,INATTENTION
31729962,Human Factor,11,FOLLOWING TOO CLOSE
31729963,Human Factor,11,FOLLOWING TOO CLOSE
31729966,Human Factor,26,FAILED TO KEEP PROPER LANE
31729967,Human Factor,11,FOLLOWING TOO CLOSE
31729968,Human Factor,26,FAILED TO KEEP PROPER LANE
31730241,Human Factor,03,DISREGARD TRAFFIC CONTROL
31730245,Human Factor,11,FOLLOWING TOO CLOSE
31730573,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31731182,Human Factor,11,FOLLOWING TOO CLOSE
31731186,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31731188,Human Factor,17,MISJUDGE CLEARANCE
31731190,Human Factor,17,MISJUDGE CLEARANCE
31731540,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31731541,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31731542,Human Factor,11,FOLLOWING TOO CLOSE
31731543,Human Factor,26,FAILED TO KEEP PROPER LANE
31731544,Human Factor,03,DISREGARD TRAFFIC CONTROL
31731695,Human Factor,17,MISJUDGE CLEARANCE
31731696,Human Factor,04,DISTRACTION
31731971,Human Factor,18,NOT UNDER PROPER CONTROL
31732083,Human Factor,11,FOLLOWING TOO CLOSE
31732222,Human Factor,03,DISREGARD TRAFFIC CONTROL
31732235,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31732323,Human Factor,18,NOT UNDER PROPER CONTROL
31732451,Human Factor,18,NOT UNDER PROPER CONTROL
31732625,Human Factor,11,FOLLOWING TOO CLOSE
31732627,Human Factor,04,DISTRACTION
31732632,Human Factor,12,IMPROPER BACKING
31732637,Human Factor,04,DISTRACTION
31732640,Human Factor,19,OVERCORRECTING/OVERSTEERING
31732644,Human Factor,03,DISREGARD TRAFFIC CONTROL
31732645,Human Factor,01,ALCOHOL INVOLVEMENT
